AWARD ID,USASPENDING LINK,TOTAL AWARD FUNDING AMOUNT,RECIPIENT TYPE,RECIPIENT NAME,Address,City,STATE,Zip Code
2150358,https://www.usaspending.gov/award/ASST_NON_2150358_4900/,529225,NON-PROFIT ORGANIZATION,LOUISIANA UNIVERSITIES MARINE CONSORTIUM,8124 Highway 56,Chauvin,LOUISIANA,70344
2319639,https://www.usaspending.gov/award/ASST_NON_2319639_4900/,600000,NON-PROFIT ORGANIZATION,NATIONAL CONSORTIUM FOR GRADUATE DEGREES FOR MINORITIES IN ENGINEERING AND SCIENCE INC.,1430 Duke St,Alexandria,VIRGINIA,22314
2331195,https://www.usaspending.gov/award/ASST_NON_2331195_4900/,1078880,RESEARCH INSTITUTE ,PUBLIC POLICY LAB,20 Jay St,Brooklyn,NEW YORK,11201
2243212,https://www.usaspending.gov/award/ASST_NON_2243212_4900/,69562,NON-PROFIT ORGANIZATION,QUALITY EDUCATION FOR MINORITIES NETWORK (INC),1818 N St NW,"Washington, DC",DISTRICT OF COLUMBIA,20036-2404
2329716,https://www.usaspending.gov/award/ASST_NON_2329716_4900/,99535,NON-PROFIT ORGANIZATION,QUALITY EDUCATION FOR MINORITIES NETWORK (INC),1818 N St NW,"Washington, DC",DISTRICT OF COLUMBIA,20036-2404
2334587,https://www.usaspending.gov/award/ASST_NON_2334587_4900/,1188788,NON-PROFIT ORGANIZATION,QUALITY EDUCATION FOR MINORITIES NETWORK (INC),1818 N St NW,"Washington, DC",DISTRICT OF COLUMBIA,20036-2404
2315760,https://www.usaspending.gov/award/ASST_NON_2315760_4900/,15000000,NON-PROFIT ORGANIZATION,ROCKY MOUNTAIN INNOVATION INITIATIVE INC,320 E Vine Dr,Fort Collins,COLORADO,80524
2334744,https://www.usaspending.gov/award/ASST_NON_2334744_4900/,49896,NON-PROFIT ORGANIZATION,SEEDAI INC,507 L St Nw,"Washington, DC",DISTRICT OF COLUMBIA,20001-4087
2234351,https://www.usaspending.gov/award/ASST_NON_2234351_4900/,161159,NON-PROFIT ORGANIZATION,SOCIETY FOR PERSONALITY & SOCIAL PSYCHOLOGY INC,2021 L St NW,"Washington, DC",DISTRICT OF COLUMBIA,20036-3914
2310386,https://www.usaspending.gov/award/ASST_NON_2310386_4900/,1893997,NON-PROFIT ORGANIZATION,SOCIETY OF WOMEN ENGINEERS,130 E Randolph St,Chicago,ILLINOIS,60601
2225405,https://www.usaspending.gov/award/ASST_NON_2225405_4900/,558000,NON-PROFIT ORGANIZATION,THE AEROSPACE CORPORATION,2310 E El Segundo Blvd,El Segundo,CALIFORNIA,90245-4609
2323037,https://www.usaspending.gov/award/ASST_NON_2323037_4900/,895841,NON-PROFIT ORGANIZATION,"THE GEOLOGICAL SOCIETY OF AMERICA, INC.",3300 Penrose Place,Boulder,COLORADO,80301
2329987,https://www.usaspending.gov/award/ASST_NON_2329987_4900/,199657,NON-PROFIT ORGANIZATION,"THE GEOLOGICAL SOCIETY OF AMERICA, INC.",3300 Penrose Place,Boulder,COLORADO,80301
2327579,https://www.usaspending.gov/award/ASST_NON_2327579_4900/,299941,NON-PROFIT ORGANIZATION,"THE GLOBAL FUND FOR WOMEN, INC.",800 Market St,San Francisco,CALIFORNIA,94102
2230811,https://www.usaspending.gov/award/ASST_NON_2230811_4900/,49297,NON-PROFIT ORGANIZATION,THE MARINE BIOLOGICAL LABORATORY,100 Water St,Woods Hole,MASSACHUSETTS,2543
2231647,https://www.usaspending.gov/award/ASST_NON_2231647_4900/,35959,NON-PROFIT ORGANIZATION,THE OCEANOGRAPHY SOCIETY,104 Lynch St,Rockville,MARYLAND,20850
2401551,https://www.usaspending.gov/award/ASST_NON_2401551_4900/,74935,NON-PROFIT ORGANIZATION,THE RAND CORPORATION,1776 Main St,Santa Monica,CALIFORNIA,90401
2148971,https://www.usaspending.gov/award/ASST_NON_2148971_4900/,400000,NON-PROFIT ORGANIZATION,THE URBAN INSTITUTE,500 Lenfant Plz SW,"Washington, DC",DISTRICT OF COLUMBIA,20024
2153337,https://www.usaspending.gov/award/ASST_NON_2153337_4900/,12398000,NON-PROFIT ORGANIZATION,UNIVERSITY CORPORATION FOR ATMOSPHERIC RESEARCH,3080 Center Green Dr,Boulder,COLORADO,80301
2230301,https://www.usaspending.gov/award/ASST_NON_2230301_4900/,1243889,NON-PROFIT ORGANIZATION,UNIVERSITY CORPORATION FOR ATMOSPHERIC RESEARCH,3080 Center Green Dr,Boulder,COLORADO,80301
2243364,https://www.usaspending.gov/award/ASST_NON_2243364_4900/,888027,NON-PROFIT ORGANIZATION,UNIVERSITY CORPORATION FOR ATMOSPHERIC RESEARCH,3080 Center Green Dr,Boulder,COLORADO,80301
2308306,https://www.usaspending.gov/award/ASST_NON_2308306_4900/,215044,NON-PROFIT ORGANIZATION,UNIVERSITY CORPORATION FOR ATMOSPHERIC RESEARCH,3080 Center Green Dr,Boulder,COLORADO,80301
2324303,https://www.usaspending.gov/award/ASST_NON_2324303_4900/,710411,NON-PROFIT ORGANIZATION,UNIVERSITY CORPORATION FOR ATMOSPHERIC RESEARCH,3080 Center Green Dr,Boulder,COLORADO,80301
2324657,https://www.usaspending.gov/award/ASST_NON_2324657_4900/,356236,NON-PROFIT ORGANIZATION,UNIVERSITY CORPORATION FOR ATMOSPHERIC RESEARCH,3080 Center Green Dr,Boulder,COLORADO,80301
2229833,https://www.usaspending.gov/award/ASST_NON_2229833_4900/,299636,NON-PROFIT ORGANIZATION,"US IGNITE, INC.",1150 18th St NW,"Washington, DC",DISTRICT OF COLUMBIA,20036
2331050,https://www.usaspending.gov/award/ASST_NON_2331050_4900/,50000,NON-PROFIT ORGANIZATION,USENIX ASSOCIATION,2560 9th St,Berkeley,WASHINGTON,94710
2328080,https://www.usaspending.gov/award/ASST_NON_2328080_4900/,100000,NON-PROFIT ORGANIZATION,WESTED,730 Harrison St,San Francisco,CALIFORNIA,94107
2342550,https://www.usaspending.gov/award/ASST_NON_2342550_4900/,269470,NON-PROFIT ORGANIZATION,WESTED,730 Harrison St,San Francisco,CALIFORNIA,94107
2230388,https://www.usaspending.gov/award/ASST_NON_2230388_4900/,49960,NON-PROFIT ORGANIZATOIN,THE MATHEMATICAL ASSOCIATION OF AMERICA ,11 Dunpont Circle NW,"Washington, DC",DISTRICT OF COLUMBIA,20036
2333129,https://www.usaspending.gov/award/ASST_NON_2333129_4900/,49736,NON-PROFIT ORGANIZATOIN,THE MATHEMATICAL ASSOCIATION OF AMERICA,11 Dunpont Circle NW,"Washington, DC",DISTRICT OF COLUMBIA,20036
2334336,https://www.usaspending.gov/award/ASST_NON_2334336_4900/,50000,NON-PROFIT ORGANIZATOIN,THE MITRE CORPORATION,7515 Colshire Dr,McLean,VIRGINIA,22102
2226451,https://www.usaspending.gov/award/ASST_NON_2226451_4900/,444038,NON-PROFIT ORGANIZATOIN,THE MITRE CORPORATION,330 N Orchard St,Madison,WISCONSIN,53715
2144216,https://www.usaspending.gov/award/ASST_NON_2144216_4900/,500000,RESEARCH INSTITUTE ,WEST VIRGINIA UNIVERSITY RESEARCH CORPORATION,886 Chestnut Ridge Road,Morgantown,WEST VIRGINIA,26506
2235681,https://www.usaspending.gov/award/ASST_NON_2235681_4900/,150962,RESEARCH INSTITUTE ,WEST VIRGINIA UNIVERSITY RESEARCH CORPORATION,886 Chestnut Ridge Road,Morgantown,WEST VIRGINIA,26506
2240675,https://www.usaspending.gov/award/ASST_NON_2240675_4900/,409186,RESEARCH INSTITUTE ,WEST VIRGINIA UNIVERSITY RESEARCH CORPORATION,886 Chestnut Ridge Road,Morgantown,WEST VIRGINIA,26506
2241535,https://www.usaspending.gov/award/ASST_NON_2241535_4900/,176143,RESEARCH INSTITUTE ,WEST VIRGINIA UNIVERSITY RESEARCH CORPORATION,886 Chestnut Ridge Road,Morgantown,WEST VIRGINIA,26506
2246348,https://www.usaspending.gov/award/ASST_NON_2246348_4900/,133865,RESEARCH INSTITUTE ,WEST VIRGINIA UNIVERSITY RESEARCH CORPORATION,886 Chestnut Ridge Road,Morgantown,WEST VIRGINIA,26506
2310939,https://www.usaspending.gov/award/ASST_NON_2310939_4900/,96721,RESEARCH INSTITUTE ,WEST VIRGINIA UNIVERSITY RESEARCH CORPORATION,886 Chestnut Ridge Road,Morgantown,WEST VIRGINIA,26506
2315950,https://www.usaspending.gov/award/ASST_NON_2315950_4900/,63609,RESEARCH INSTITUTE ,WEST VIRGINIA UNIVERSITY RESEARCH CORPORATION,886 Chestnut Ridge Road,Morgantown,WEST VIRGINIA,26506
2318708,https://www.usaspending.gov/award/ASST_NON_2318708_4900/,249999,RESEARCH INSTITUTE ,WEST VIRGINIA UNIVERSITY RESEARCH CORPORATION,886 Chestnut Ridge Road,Morgantown,WEST VIRGINIA,26506
2320120,https://www.usaspending.gov/award/ASST_NON_2320120_4900/,350000,RESEARCH INSTITUTE ,WEST VIRGINIA UNIVERSITY RESEARCH CORPORATION,886 Chestnut Ridge Road,Morgantown,WEST VIRGINIA,26506
2344563,https://www.usaspending.gov/award/ASST_NON_2344563_4900/,252331,RESEARCH INSTITUTE ,WEST VIRGINIA UNIVERSITY RESEARCH CORPORATION,886 Chestnut Ridge Road,Morgantown,WEST VIRGINIA,26506
2230035,https://www.usaspending.gov/award/ASST_NON_2230035_4900/,319434,RESEARCH INSTITUTE ,WOODWELL CLIMATE RESEARCH CENTER INC,149 Woods Hole Rd,Falmouth,MASSACHUSETTS,2540
2224093,https://www.usaspending.gov/award/ASST_NON_2224093_4900/,12790178,NON-PROFIT ORGANIZATION,AMERICAN ASSOCIATION FOR THE ADVANCEMENT OF SCIENCE,1200 New York Ave NW,"Washington, DC",DISTRICT OF COLUMBIA,20005
2318434,https://www.usaspending.gov/award/ASST_NON_2318434_4900/,49923,NON-PROFIT ORGANIZATION,AMERICAN ASSOCIATION FOR THE ADVANCEMENT OF SCIENCE,1200 New York Ave NW,"Washington, DC",DISTRICT OF COLUMBIA,20005
2332409,https://www.usaspending.gov/award/ASST_NON_2332409_4900/,1510230,NON-PROFIT ORGANIZATION,AMERICAN ASSOCIATION FOR THE ADVANCEMENT OF SCIENCE,1200 New York Ave NW,"Washington, DC",DISTRICT OF COLUMBIA,20005
2222021,https://www.usaspending.gov/award/ASST_NON_2222021_4900/,49565,NON-PROFIT ORGANIZATION,AMERICAN GEOPHYSICAL UNION,2000 Florida Avenue NW,"Washington, DC",DISTRICT OF COLUMBIA,20009
2226281,https://www.usaspending.gov/award/ASST_NON_2226281_4900/,50000,NON-PROFIT ORGANIZATION,AMERICAN GEOPHYSICAL UNION,2000 Florida Avenue NW,"Washington, DC",DISTRICT OF COLUMBIA,20009
2231692,https://www.usaspending.gov/award/ASST_NON_2231692_4900/,99992,NON-PROFIT ORGANIZATION,AMERICAN GEOPHYSICAL UNION,2000 Florida Avenue NW,"Washington, DC",DISTRICT OF COLUMBIA,20009
2334207,https://www.usaspending.gov/award/ASST_NON_2334207_4900/,28473,NON-PROFIT ORGANIZATION,AMERICAN GEOPHYSICAL UNION,2000 Florida Avenue NW,"Washington, DC",DISTRICT OF COLUMBIA,20009
2134624,https://www.usaspending.gov/award/ASST_NON_2134624_4900/,1543276,NON-PROFIT ORGANIZATION,AMERICAN INDIAN SCIENCE & ENGINEERING SOCIETY,"6321 Riverside Plaza Ln NW, Suite L1-A",Albuquerque,NEW MEXICO,87120-2642
2303588,https://www.usaspending.gov/award/ASST_NON_2303588_4900/,99963,NON-PROFIT ORGANIZATION,"AMERICAN INSTITUTE OF BIOLOGICAL SCIENCES, INC.","950 Herndon Parkway, Suite 450",Herndon,VIRGINIA,20170
2335858,https://www.usaspending.gov/award/ASST_NON_2335858_4900/,47250,NON-PROFIT ORGANIZATION,AMERICAN INSTITUTE OF CHEMICAL ENGINEERS,3 Park Ave,New York,NEW YORK,10016
2317570,https://www.usaspending.gov/award/ASST_NON_2317570_4900/,100,NON-PROFIT ORGANIZATION,AMERICAN INSTITUTE OF MATHEMATICS,1200 E California Blvd,Pasadena,CALIFORNIA,91125
2208926,https://www.usaspending.gov/award/ASST_NON_2208926_4900/,51066,NON-PROFIT ORGANIZATION,AMERICAN INSTITUTE OF PHYSICS INCORPORATED,1 Physics Ellipse,College Park,MARYLAND,20740
2200895,https://www.usaspending.gov/award/ASST_NON_2200895_4900/,691489,NON-PROFIT ORGANIZATION,AMERICAN INSTITUTES FOR RESEARCH IN THE BEHAVIORAL SCIENCES,1400 Crystal Drive,Arlington,VIRGINIA,22202-3289
2314254,https://www.usaspending.gov/award/ASST_NON_2314254_4900/,158053,NON-PROFIT ORGANIZATION,AMERICAN INSTITUTES FOR RESEARCH IN THE BEHAVIORAL SCIENCES,1401 Crystal Drive,Arlington,VIRGINIA,22202-3290
2318064,https://www.usaspending.gov/award/ASST_NON_2318064_4900/,647311,NON-PROFIT ORGANIZATION,AMERICAN INSTITUTES FOR RESEARCH IN THE BEHAVIORAL SCIENCES,1402 Crystal Drive,Arlington,VIRGINIA,22202-3291
2228226,https://www.usaspending.gov/award/ASST_NON_2228226_4900/,49920,NON-PROFIT ORGANIZATION,AMERICAN MATHEMATICAL ASSOCIATION OF TWO-YEAR COLLEGES,5983 Macon Cv,Memphis,TENNESSEE,38134
2221709,https://www.usaspending.gov/award/ASST_NON_2221709_4900/,49951,NON-PROFIT ORGANIZATION,"AMERICAN METEOROLOGICAL SOCIETY, INC.",1200 New York Ave NW,"Washington, DC",MASSACHUSETTS,20005
2141678,https://www.usaspending.gov/award/ASST_NON_2141678_4900/,784027,NON-PROFIT ORGANIZATION,AMERICAN PHYSICAL SOCIETY,1 Physics Ellipse,College Park,MARYLAND,20740
2300608,https://www.usaspending.gov/award/ASST_NON_2300608_4900/,925207,NON-PROFIT ORGANIZATION,AMERICAN PHYSICAL SOCIETY,1 Physics Ellipse,College Park,MARYLAND,20740
2317099,https://www.usaspending.gov/award/ASST_NON_2317099_4900/,942221,NON-PROFIT ORGANIZATION,AMERICAN POLITICAL SCIENCE ASSOCIATION,1527 New Hampshire Ave NW,"Washington, DC",DISTRICT OF COLUMBIA,20036
2201103,https://www.usaspending.gov/award/ASST_NON_2201103_4900/,124241,NON-PROFIT ORGANIZATION,AMERICAN SOCIETY FOR ENGINEERING EDUCATION,1818 N St NW Ste 600,"Washington, DC",DISTRICT OF COLUMBIA,20036
2232103,https://www.usaspending.gov/award/ASST_NON_2232103_4900/,99414,NON-PROFIT ORGANIZATION,AMERICAN SOCIETY FOR ENGINEERING EDUCATION,1818 N St NW Ste 600,"Washington, DC",DISTRICT OF COLUMBIA,20036
2233087,https://www.usaspending.gov/award/ASST_NON_2233087_4900/,247388,NON-PROFIT ORGANIZATION,AMERICAN SOCIETY FOR ENGINEERING EDUCATION,1818 N St NW Ste 600,"Washington, DC",DISTRICT OF COLUMBIA,20036
2233509,https://www.usaspending.gov/award/ASST_NON_2233509_4900/,499985,NON-PROFIT ORGANIZATION,AMERICAN SOCIETY FOR MICROBIOLOGY,1752 N St NW,"Washington, DC",DISTRICT OF COLUMBIA,20036
2334267,https://www.usaspending.gov/award/ASST_NON_2334267_4900/,8661255,NON-PROFIT ORGANIZATION,ASSOCIATED UNIVERSITIES INC,1400 16th St NW Ste 730,"Washington, DC",DISTRICT OF COLUMBIA,20036
2324401,https://www.usaspending.gov/award/ASST_NON_2324401_4900/,77205,NON-PROFIT ORGANIZATION,THE ASSOCIATION OF AMERICAN GEOGRAPHERS,1701 Pennsylvania Ave NW,"Washington, DC",DISTRICT OF COLUMBIA,20006
2241456,https://www.usaspending.gov/award/ASST_NON_2241456_4900/,315151,NON-PROFIT ORGANIZATION,BIGELOW LABORATORY FOR OCEAN SCIENCES,60 Bigelow Dr,East Boothbay,MAINE,4544
2244322,https://www.usaspending.gov/award/ASST_NON_2244322_4900/,306393,NON-PROFIT ORGANIZATION,CARNEGIE INSTITUTION OF WASHINGTON,5241 Broad Branch Rd. NW,"Washington, DC",DISTRICT OF COLUMBIA,20015
2244275,https://www.usaspending.gov/award/ASST_NON_2244275_4900/,272309,NON-PROFIT ORGANIZATION,DONALD DANFORTH PLANT SCIENCE CENTER,975 N Warson Rd,Saint Louis,MISSOURI,63132
2221949,https://www.usaspending.gov/award/ASST_NON_2221949_4900/,499863,NON-PROFIT ORGANIZATION,EARTHSCOPE CONSORTIUM INC.,1200 New York Ave NW,"Washington, DC",DISTRICT OF COLUMBIA,20005
2219650,https://www.usaspending.gov/award/ASST_NON_2219650_4900/,28301,NON-PROFIT ORGANIZATION,FEDERATION OF AMERICAN SOCIETIES FOR EXPERIMENTAL BIOLOGY,PO Box 2288,Rockville,MARYLAND,20847
2334679,https://www.usaspending.gov/award/ASST_NON_2334679_4900/,499568,NON-PROFIT ORGANIZATION,FEDERATION OF AMERICAN SOCIETIES FOR EXPERIMENTAL BIOLOGY,PO Box 2288,Rockville,MARYLAND,20847
2216852,https://www.usaspending.gov/award/ASST_NON_2216852_4900/,25000,NON-PROFIT ORGANIZATION,GORDON RESEARCH CONFERENCES,512 Liberty Lane,West Kingston,RHODE ISLAND,2892
2224177,https://www.usaspending.gov/award/ASST_NON_2224177_4900/,40000,NON-PROFIT ORGANIZATION,GORDON RESEARCH CONFERENCES,512 Liberty Lane,West Kingston,RHODE ISLAND,2892
2227820,https://www.usaspending.gov/award/ASST_NON_2227820_4900/,9120,NON-PROFIT ORGANIZATION,GORDON RESEARCH CONFERENCES,512 Liberty Lane,West Kingston,RHODE ISLAND,2892
2231280,https://www.usaspending.gov/award/ASST_NON_2231280_4900/,15000,NON-PROFIT ORGANIZATION,GORDON RESEARCH CONFERENCES,512 Liberty Lane,West Kingston,RHODE ISLAND,2892
2233905,https://www.usaspending.gov/award/ASST_NON_2233905_4900/,20600,NON-PROFIT ORGANIZATION,GORDON RESEARCH CONFERENCES,512 Liberty Lane,West Kingston,RHODE ISLAND,2892
2241023,https://www.usaspending.gov/award/ASST_NON_2241023_4900/,20000,NON-PROFIT ORGANIZATION,GORDON RESEARCH CONFERENCES,512 Liberty Lane,West Kingston,RHODE ISLAND,2892
2242530,https://www.usaspending.gov/award/ASST_NON_2242530_4900/,20000,NON-PROFIT ORGANIZATION,GORDON RESEARCH CONFERENCES,512 Liberty Lane,West Kingston,RHODE ISLAND,2892
2244772,https://www.usaspending.gov/award/ASST_NON_2244772_4900/,20000,NON-PROFIT ORGANIZATION,GORDON RESEARCH CONFERENCES,512 Liberty Lane,West Kingston,RHODE ISLAND,2892
2246034,https://www.usaspending.gov/award/ASST_NON_2246034_4900/,20000,NON-PROFIT ORGANIZATION,GORDON RESEARCH CONFERENCES,512 Liberty Lane,West Kingston,RHODE ISLAND,2892
2246411,https://www.usaspending.gov/award/ASST_NON_2246411_4900/,10030,NON-PROFIT ORGANIZATION,GORDON RESEARCH CONFERENCES,512 Liberty Lane,West Kingston,RHODE ISLAND,2892
2301090,https://www.usaspending.gov/award/ASST_NON_2301090_4900/,46080,NON-PROFIT ORGANIZATION,GORDON RESEARCH CONFERENCES,512 Liberty Lane,West Kingston,RHODE ISLAND,2892
